"datum";"uur";"x";"y";"bever"
"20/02/2018";"20:30";4,6033094;50,9913627;"BE1006"
"21/02/2018";"22:37";4,6400446;50,9889861;"BE1006"
"22/02/2018";"00:29";4,6400392;50,989442;"BE1006"
"22/02/2018";"02:05";4,6401787;50,9885978;"BE1006"
"27/02/2018";"13:40";4,6246353;50,9928861;"BE1006"
"28/02/2018";"0:20";4,64001674205065;50,988773611015;"BE1006"
"28/02/2018";"2:10";4,6405042335391;50,9873186291426;"BE1006"
"28/02/2018";"19:10";4,62241306900978;50,9929903526119;"BE1006"
"3/03/2018 ";"11:10";4,62277047336102;50,9930515506854;"BE1006"
"05/03/2018";"12:02";4,6261346;50,9928523;"BE1006"
"05/03/2018";"22:37";4,61347125470638;50,9929272552033;"BE1006"
"06/03/2018";"01:15";4,60039079189301;50,994774559874;"BE1006"
"07/03/2018";"20:00";4,62679848074913;50,9925049857226;"BE1006"
"08/03/2018";"17:40";4,62703719735145;50,9924484295983;"BE1006"
"09/03/2018";"18:17";4,62685815989971;50,9925292541876;"BE1006"
"14/03/2018";"06:55";4,6019347384572;50,9919529274731;"BE1006"
"24/03/2018";"12:05";4,64002512395382;50,9897800839723;"BE1006"
"03/04/2018";"14:12";4,6260595;50,9931967;"BE1006"
"10/04/2018";"13:00";4,6337306;50,9906019;"BE1006"
