"datum";"uur";"x";"y";"bever"
"13/09/2017";"21:30";4,58819900000003;50,998567;"BE1003"
"18/09/2017";"20:47";4,58473943173885;50,9992443784023;"BE1003"
"19/09/2017";"15:00";4,5883021;50,9987439;"BE1003"
"29/09/2017";"22:50";4,5436299;51,0035376;"BE1003"
"30/09/2017";"10:35";4,5257047;51,009205;"BE1003"
"05/10/2017";"14:36";4,5832756;50,998911;"BE1003"
"08/10/2017";"23:10";4,5677805;50,9993617;"BE1003"
"09/10/2017";"12:30";4,5837718;50,9988283;"BE1003"
"10/10/2017";"17:50";4,583112;50,998835;"BE1003"
"11/10/2017";"21:45";4,57597531378269;50,9925714601835;"BE1003"
"11/10/2017";"21:55";4,57674443721771;50,9924745973659;"BE1003"
"13/10/2017";"11:18";4,5155337;51,0120537;"BE1003"
"17/10/2017";"21:20";4,56888388842344;50,9898908811925;"BE1003"
"19/10/2017";"03:25";4,5688802;50,990043;"BE1003"
"24/10/2017";"22:15";4,5983100682497;50,9986088434367;"BE1003"
"25/10/2017";"02:27";4,5509684;51,0035106;"BE1003"
"25/10/2017";"03:22";4,5517302;51,0030346;"BE1003"
"26/10/2017";"NA:NA";4,6338111;50,990742;"BE1003"
"29/10/2017";"17:00";4,54996693879366;51,0045359450814;"BE1003"
"01/11/2017";"02:10";4,550027;51,0044997;"BE1003"
"01/11/2017";"05:15";4,5499679;51,0044971;"BE1003"
"03/11/2017";"20:15";4,54834789037704;51,0037302227456;"BE1003"
"08/11/2017";"00:30";4,548533;51,0042499;"BE1003"
"12/11/2017";"10:20";4,5487854257226;51,0042781323346;"BE1003"
"22/11/2017";"11:11";4,5484766;51,004233;"BE1003"
"24/11/2017";"20:15";4,54944256693125;51,0045215987469;"BE1003"
"30/11/2017";"12:22";4,5689566;50,9899097;"BE1003"
"30/11/2017";"16:05";4,5690116;50,9899198;"BE1003"
"14/12/2017";"00:03";4,5483506;51,0041486;"BE1003"
"15/12/2017";"06:48";4,550027;51,0044878;"BE1003"
"20/12/2017";"11:10";4,5500712;51,0045351;"BE1003"
"22/12/2017";"20:05";4,54893361777067;51,0042148392972;"BE1003"
"29/12/2017";"19:40";4,54933393746614;51,0043515521499;"BE1003"
"04/01/2018";"12:40";4,5433322;51,0034921;"BE1003"
"05/01/2018";"18:20";4,54342871904373;51,0034778910089;"BE1003"
"06/01/2018";"15:40";4,54363089054823;51,0034856972788;"BE1003"
"09/01/2018";"15:30";4,54360742121935;51,0035021537355;"BE1003"
"10/01/2018";"20:15";4,5520992949605;51,0034462439551;"BE1003"
"12/01/2018";"22:25";4,55529280006886;51,0025487245209;"BE1003"
"18/01/2018";"17:30";4,54362116754055;51,0034998329535;"BE1003"
"18/01/2018";"23:55";4,55047555267811;51,0044118913363;"BE1003"
"23/01/2018";"14:13";4,5499317;51,0044541;"BE1003"
"24/01/2018";"21:07";4,55055769532919;51,0043574594863;"BE1003"
"25/01/2018";"NA:NA";4,54994481056929;51,0045203328936;"BE1003"
"27/01/2018";"14:00";4,55005042254925;51,0044490231043;"BE1003"
"27/01/2018";"23:20";4,55075550824404;51,0043426911438;"BE1003"
"31/01/2018";"11:08";4,5499867;51,0044237;"BE1003"
"07/02/2018";"13:15";4,5499894;51,0044895;"BE1003"
"07/02/2018";"18:00";4,5500055;51,0044769;"BE1003"
"07/02/2018";"18:50";4,5484096;51,0033722;"BE1003"
"07/02/2018";"19:30";4,5482808;51,0040237;"BE1003"
"07/02/2018";"22:10";4,5500504;51,004449;"BE1003"
"08/02/2018";"02:54";4,550381;51,0043967;"BE1003"
"14/02/2018";"23:30";4,5500504;51,004449;"BE1003"
"15/02/2018";"00:32";4,5491901;51,0042701;"BE1003"
"15/02/2018";"01:20";4,5363235;51,0056541;"BE1003"
"15/02/2018";"01:51";4,5374179;51,005222;"BE1003"
"15/02/2018";"02:40";4,5372275;51,0047866;"BE1003"
"15/02/2018";"03:10";4,5418918;51,0028017;"BE1003"
"15/02/2018";"03:47";4,5500484;51,0044271;"BE1003"
"18/02/2018";"1:09";4,53824669122696;51,0049557843766;"BE1003"
"20/02/2018";"2:33";4,53814778476954;51,0048705509779;"BE1003"
"21/02/2018";"20:00";4,548431;51,0035714;"BE1003"
"28/02/2018";"1:20";4,55107033252716;51,0044521877422;"BE1003"
"3/03/2018 ";"12:20";4,55004036426544;51,0044057730307;"BE1003"
"06/03/2018";"0:15";4,53422237187624;51,0067973360759;"BE1003"
"07/03/2018";"21:25";4,53179262578487;51,0076882335186;"BE1003"
