"datum";"uur";"x";"y";"bever"
"29/05/2018";"02:00";4,6711421;50,9858963;"BE1010"
"31/05/2018";"04:42";4,6576184;50,9882399;"BE1010"
"31/05/2018";"05:09";4,6594262;50,9893204;"BE1010"
"31/05/2018";"NA:NA";4,6575272;50,9883682;"BE1010"
"31/05/2018";"07:10";4,6584553;50,9883074;"BE1010"
"31/05/2018";"11:33";4,6596355;50,9893744;"BE1010"
"02/06/2018";"06:05";4,68307424336672;50,9842728122948;"BE1010"
"04/06/2018";"21:23";4,6787408;50,9860145;"BE1010"
"05/06/2018";"02:11";4,672848;50,9829853;"BE1010"
"05/06/2018";"04:38";4,6693236;50,9864434;"BE1010"
"05/06/2018";"05:18";4,6701658;50,9840119;"BE1010"
"07/06/2018";"05:23";4,6814686;50,98515;"BE1010"
"14/06/2018";"12:35";4,67884;50,9860584;"BE1010"
"25/06/2018";"13:55";4,65993314981461;50,9893731921022;"BE1010"
"25/06/2018";"05:45";4,67679016292095;50,9859697649139;"BE1010"
"28/06/2018";"05:14";4,5401216;51,0038988;"BE1010"
"28/06/2018";"05:59";4,6550328;50,9877941;"BE1010"
"28/06/2018";"08:25";4,659512;50,989415;"BE1010"
"13/07/2018";"07:30";4,65836573392153;50,9883453943675;"BE1010"
"27/07/2018";"14:00";4,66791540384293;50,9867000264269;"BE1010"
"01/08/2018";"12:28";4,6883941;50,9777166;"BE1010"
"09/08/2018";"11:20";4,6886811;50,9779007;"BE1010"
"10/08/2018";"15:45";4,68881048262119;50,9778212934351;"BE1010"
"14/08/2018";"17:49";4,68884836882353;50,9779093207787;"BE1010"
"16/08/2018";"08:15";4,65912781655788;50,9893134664912;"BE1010"
"20/08/2018";"07:30";4,65880695730448;50,988675685033;"BE1010"
